index,date,home_team,away_team,result,pso,competition,neutral_pitch
5340,2024-03-21,ECU,GUA,2:0,,International Friendly -,True
5341,2024-03-21,BLZ,PUR,1:1,,International Friendly -,False
5342,2024-03-21,IRQ,PHI,1:0,,FIFA World Cup Asia group F,False
5343,2024-03-21,UAE,YEM,2:1,,FIFA World Cup Asia group H,False
5344,2024-03-21,BHR,NEP,5:0,,FIFA World Cup Asia group H,False
5345,2024-03-21,KOR,THA,1:1,,FIFA World Cup Asia group C,False
5346,2024-03-21,QAT,KUW,3:0,,FIFA World Cup Asia group A,False
5347,2024-03-21,USA,JAM,3:1,,CONCACAF Nations League Semi-final,False
5348,2024-03-21,GRE,KAZ,5:0,,UEFA European Championship Play-off semi-final Path C,False
5349,2024-03-21,ETH,LES,1:2,,International Friendly -,False
5350,2024-03-21,AUS,LIB,2:0,,FIFA World Cup Asia group I,False
5351,2024-03-21,PLE,BAN,5:0,,FIFA World Cup Asia group I,False
5352,2024-03-21,MLT,SVN,2:2,,International Friendly -,False
5353,2024-03-21,GIB,LTU,0:1,,UEFA Nations League Play-off 1st leg,False
5354,2024-03-21,BOS,UKR,1:2,,UEFA European Championship Play-off semi-final Path B,True
5355,2024-03-21,SIN,CHN,2:2,,FIFA World Cup Asia group C,False
5356,2024-03-21,IRN,TKM,5:0,,FIFA World Cup Asia group E,False
5357,2024-03-21,GEO,LUX,2:0,,UEFA European Championship Play-off semi-final Path C,False
5358,2024-03-21,MNE,BLR,2:0,,International Friendly -,False
5359,2024-03-21,PAN,MEX,0:3,,CONCACAF Nations League Semi-final,True
5360,2024-03-21,AFG,IND,0:0,,FIFA World Cup Asia group A,False
5361,2024-03-21,PAK,JOR,0:3,,FIFA World Cup Asia group G,False
5362,2024-03-21,ISR,ISL,1:4,,UEFA European Championship Play-off semi-final Path B,True
5363,2024-03-21,CHI,KGZ,0:2,,FIFA World Cup Asia group D,True
5364,2024-03-21,RSA,AND,1:1,,FIFA Series -,True
5365,2024-03-21,IDN,VIE,1:0,,FIFA World Cup Asia group F,False
5366,2024-03-21,JPN,KOR,1:0,,FIFA World Cup Asia group B,False
5367,2024-03-21,CAP,GUY,1:0,,FIFA Series -,True
5368,2024-03-21,OMA,MAS,2:0,,FIFA World Cup Asia group D,False
5369,2024-03-21,WAL,FIN,4:1,,UEFA European Championship Play-off semi-final Path A,True
5370,2024-03-21,POR,SWE,5:2,,International Friendly -,False
5371,2024-03-21,POL,EST,5:1,,UEFA European Championship Play-off semi-final Path A,False
5372,2024-03-21,GUI,VAN,6:0,,FIFA Series -,False
5373,2024-03-21,KSA,TJK,1:0,,FIFA World Cup Asia group G,False
5374,2024-03-21,HKG,UZB,0:2,,FIFA World Cup Asia group E,True
5375,2024-03-21,PRK,JPN,0:1,,FIFA World Cup 2026 Q,False
5376,2024-03-21,TPE,KGZ,0:2,,FIFA World Cup 2026 Q,False
5377,2024-03-21,CPV,GUY,1:0,,Friendly 2024,True
5378,2024-03-21,ITA,VEN,2:1,,Friendly 2024,True
5379,2024-03-21,RUS,SRB,4:0,,Friendly 2024,False
5380,2024-03-21,BIH,UKR,1:2,,UEFA EURO 2024 Q,False
5381,2024-03-22,SRI,PNG,0:0,,FIFA Series -,False
5382,2024-03-22,BUL,TAN,1:0,,FIFA Series -,True
5383,2024-03-22,SAO,SSD,1:1,,Africa Cup of Nations Preliminary round 1st leg,True
5384,2024-03-22,MTN,MLI,0:2,,International Friendly -,True
5385,2024-03-22,ROU,NIR,1:1,,International Friendly -,False
5386,2024-03-22,AZE,MNG,1:0,,FIFA Series -,False
5387,2024-03-22,NGA,GHA,2:1,,International Friendly -,True
5388,2024-03-22,ESP,COL,0:1,,International Friendly -,True
5389,2024-03-22,EQG,CAM,2:0,,FIFA Series -,True
5390,2024-03-22,COM,UGA,4:0,,International Friendly -,True
5391,2024-03-22,MKD,MDA,1:1,,International Friendly -,False
5392,2024-03-22,SEN,GAB,3:0,,International Friendly -,True
5393,2024-03-22,LIE,FRO,0:4,,International Friendly -,False
5394,2024-03-22,ALG,BOL,3:2,,FIFA Series -,False
5395,2024-03-22,BRU,BER,0:2,,FIFA Series -,False
5396,2024-03-22,EGY,NZL,1:0,,FIFA Series Semi-final,False
5397,2024-03-22,NIG,TOG,1:2,,International Friendly -,True
5398,2024-03-22,BFA,LBY,1:2,,International Friendly -,True
5399,2024-03-22,ARG,SLV,3:0,,International Friendly -,True
5400,2024-03-22,PER,NCA,2:0,,International Friendly -,False
5401,2024-03-22,AIA,TCA,0:0,,FIFA World Cup CONCACAF 1st Round 1st Leg,False
5402,2024-03-22,NOR,CZE,1:2,,International Friendly -,False
5403,2024-03-22,MAR,ANG,1:0,,International Friendly -,False
5404,2024-03-22,HUN,TUR,1:0,,International Friendly -,False
5405,2024-03-22,NED,SCO,4:0,,International Friendly -,False
5406,2024-03-22,STP,SSD,1:1,,CAF Nations Cup 2025 Q,True
5407,2024-03-22,BER,BRU,2:0,,Friendly 2024,True
5408,2024-03-22,BOT,RWA,0:0,,Friendly 2024,True
5409,2024-03-22,MAD,BDI,1:0,,Friendly 2024,False
5410,2024-03-22,FRO,LIE,4:0,,Friendly 2024,True
5411,2024-03-22,GNB,SDN,0:1,,Friendly 2024,True
5412,2024-03-22,MLI,MTN,2:0,,Friendly 2024,True
5413,2024-03-22,MDA,MKD,1:1,,Friendly 2024,True
5414,2024-03-22,CTA,BHU,6:0,,FIFA Series -,True
5415,2024-03-22,CHA,MRI,1:0,,Africa Cup of Nations Preliminary round 1st leg,True
5416,2024-03-22,VIR,VGB,1:1,,FIFA World Cup CONCACAF 1st Round 1st Leg,False
5417,2024-03-22,ARM,KOS,0:1,,International Friendly -,False
5418,2024-03-22,ALB,CHI,0:3,,International Friendly -,True
5419,2024-03-23,SAM,COK,1:0,,Oceania Nations Cup Qualifying group,False
5420,2024-03-23,FRA,GER,0:2,,International Friendly -,False
5421,2024-03-23,CAN,TRI,2:0,,CONCACAF Nations League Qualifying play-off,True
5422,2024-03-23,IRL,BEL,0:0,,International Friendly -,False
5423,2024-03-23,DEN,SUI,0:0,,International Friendly -,False
5424,2024-03-23,MWI,KEN,0:4,,Four Nation Tournament Semi-final,False
5425,2024-03-23,ENG,BRA,0:1,,International Friendly -,True
5426,2024-03-23,CRC,HON,3:1,,CONCACAF Nations League Qualifying play-off,True
5427,2024-03-23,TUN,CRO,0:0,4:5,FIFA Series Semi-final,True
5428,2024-03-23,IVO,BEN,2:2,,International Friendly -,True
5429,2024-03-23,ZAM,ZIM,2:2,5:6,Four Nation Tournament Semi-final,True
5430,2024-03-23,SVK,AUT,0:2,,International Friendly -,False
5431,2024-03-23,CIV,BEN,2:2,,Friendly 2024,True
5432,2024-03-23,DOM,ARU,2:0,,International Friendly -,False
5433,2024-03-23,CRO,TUN,0:0,5:4,Friendly 2024,True
5434,2024-03-24,VEN,GUA,0:0,,Friendly 2024,True
5435,2024-03-24,SMR,SKN,0:0,,Friendly 2024,False
5436,2024-03-24,ITA,ECU,2:0,,Friendly 2024,True
5437,2024-03-24,JAM,PAN,1:0,,CONCACAF Nations League 3rd place play-off,True
5438,2024-03-24,BLZ,PUR,3:0,,International Friendly -,False
5439,2024-03-24,ECU,ITA,0:2,,International Friendly -,True
5440,2024-03-24,USA,MEX,2:0,,CONCACAF Nations League Final,False
5441,2024-03-24,SMR,ST ,0:0,,International Friendly -,False
5442,2024-03-24,ETH,LES,2:1,,International Friendly -,False
5443,2024-03-24,GUA,VEN,0:0,,International Friendly -,True
5444,2024-03-25,CPV,EQG,1:0,,Friendly 2024,True
5445,2024-03-25,GUI,BER,5:1,,Friendly 2024,True
5446,2024-03-25,BOT,BDI,0:0,,Friendly 2024,True
5447,2024-03-25,GNB,SDN,2:1,,Friendly 2024,True
5448,2024-03-25,BDI,BOT,0:0,,Four Nation Tournament -,False
5449,2024-03-25,MAD,RWA,0:2,,Four Nation Tournament -,False
5450,2024-03-25,CAP,EQG,1:0,,FIFA Series -,True
5451,2024-03-25,MNE,MKD,1:0,,International Friendly -,False
5452,2024-03-25,GAB,CGO,1:1,,International Friendly -,False
5453,2024-03-25,COM,ANG,0:0,,International Friendly -,True
5454,2024-03-25,TAN,MNG,3:0,,FIFA Series -,True
5455,2024-03-25,BER,GUI,1:5,,FIFA Series -,False
5456,2024-03-25,SRI,BHU,2:0,,FIFA Series -,False
5457,2024-03-25,CYP,SRB,0:1,,International Friendly -,False
5458,2024-03-25,CTA,PNG,4:0,,FIFA Series -,True
5459,2024-03-25,AZE,BUL,1:1,,FIFA Series -,False
5460,2024-03-25,BOL,AND,1:0,,FIFA Series -,True
5461,2024-03-25,SWE,ALB,1:0,,International Friendly -,False
5462,2024-03-26,THA,KOR,0:3,,FIFA World Cup Asia group C,False
5463,2024-03-26,BRU,VAN,3:2,,FIFA Series -,False
5464,2024-03-26,MRI,CHA,1:2,,Africa Cup of Nations Preliminary round 2nd leg,False
5465,2024-03-26,NOR,SVK,1:1,,International Friendly -,False
5466,2024-03-26,AUT,TUR,6:1,,International Friendly -,False
5467,2024-03-26,ZIM,KEN,1:3,,Four Nation Tournament Final,True
5468,2024-03-26,ESP,BRA,3:3,,International Friendly -,False
5469,2024-03-26,SYR,MYA,7:0,,FIFA World Cup Asia group B,False
5470,2024-03-26,KUW,QAT,1:2,,FIFA World Cup Asia group A,False
5471,2024-03-26,UZB,HKG,3:0,,FIFA World Cup Asia group E,False
5472,2024-03-26,TCA,AIA,1:1,3:4,FIFA World Cup CONCACAF 1st round 2nd leg,False
5473,2024-03-26,KOR,JPN,0:3,,FIFA World Cup Asia group B,False
5474,2024-03-26,TKM,IRN,0:1,,FIFA World Cup Asia group E,False
5475,2024-03-26,SCO,NIR,0:1,,International Friendly -,True
5476,2024-03-26,CZE,ARM,2:1,,International Friendly -,True
5477,2024-03-26,TOG,LBY,1:1,,International Friendly -,True
5478,2024-03-26,YEM,UAE,0:3,,FIFA World Cup Asia group H,False
5479,2024-03-26,SVN,POR,2:0,,International Friendly -,False
5480,2024-03-26,LTU,GIB,1:0,,UEFA Nations League Play-off 2nd leg,False
5481,2024-03-26,GEO,GRE,0:0,4:2,UEFA European Championship Play-off final Path C,False
5482,2024-03-26,MAR,MTN,0:0,,International Friendly -,False
5483,2024-03-26,SWZ,SOM,2:2,,Africa Cup of Nations Preliminary round 2nd leg,True
5484,2024-03-26,LBR,DJI,0:0,,Africa Cup of Nations Preliminary round 2nd leg,False
5485,2024-03-26,GHA,UGA,2:2,,International Friendly -,True
5486,2024-03-26,IVO,URU,2:1,,International Friendly -,True
5487,2024-03-26,LUX,KAZ,2:1,,International Friendly -,False
5488,2024-03-26,FRA,CHI,3:2,,International Friendly -,False
5489,2024-03-26,NGA,MLI,0:2,,International Friendly -,True
5490,2024-03-26,VGB,VIR,0:0,4:2,FIFA World Cup CONCACAF 1st round 2nd leg,False
5491,2024-03-26,IND,AFG,1:2,,FIFA World Cup Asia group A,False
5492,2024-03-26,SLV,HON,1:1,,International Friendly -,True
5493,2024-03-26,MWI,ZAM,1:2,,Four Nation Tournament 3rd place,False
5494,2024-03-26,HUN,KOS,2:0,,International Friendly -,False
5495,2024-03-26,NZL,TUN,0:0,2:4,FIFA Series 3rd place,True
5496,2024-03-26,ARG,CRC,3:1,,International Friendly -,True
5497,2024-03-26,BAN,PLE,0:1,,FIFA World Cup Asia group I,False
5498,2024-03-26,CAY,MDA,0:4,,International Friendly -,False
5499,2024-03-26,LIB,AUS,0:5,,FIFA World Cup Asia group I,False
5500,2024-03-26,LVA,LIE,1:1,,International Friendly -,True
5501,2024-03-26,CHN,SIN,4:1,,FIFA World Cup Asia group C,False
5502,2024-03-26,NCA,CUB,0:1,,International Friendly -,False
5503,2024-03-26,TJK,KSA,1:1,,FIFA World Cup Asia group G,False
5504,2024-03-26,WAL,POL,0:0,4:5,UEFA European Championship Play-off final Path A,True
5505,2024-03-26,DEN,FRO,2:0,,International Friendly -,False
5506,2024-03-26,CAM,GUY,1:4,,FIFA Series -,True
5507,2024-03-26,SEN,BEN,1:0,,International Friendly -,True
5508,2024-03-26,KGZ,CHI,5:1,,FIFA World Cup Asia group D,False
5509,2024-03-26,IRL,SUI,0:1,,International Friendly -,False
5510,2024-03-26,MLT,BLR,0:0,,International Friendly -,False
5511,2024-03-26,ALG,RSA,3:3,,FIFA Series -,False
5512,2024-03-26,PER,DOM,4:1,,International Friendly -,False
5513,2024-03-26,BHR,NEP,3:0,,FIFA World Cup Asia group H,False
5514,2024-03-26,PHI,IRQ,0:5,,FIFA World Cup Asia group F,False
5515,2024-03-26,URU,CIV,1:2,,Friendly 2024,True
5516,2024-03-26,UGA,GHA,2:2,,Friendly 2024,True
5517,2024-03-26,KEN,ZIM,3:1,,Friendly 2024,True
5518,2024-03-26,VAN,BRU,2:3,,Friendly 2024,True
5519,2024-03-26,GUY,CAM,4:1,,Friendly 2024,True
5520,2024-03-26,AUS,LIB,5:0,,FIFA World Cup 2026 Q,False
5521,2024-03-26,KGZ,TPE,5:1,,FIFA World Cup 2026 Q,False
5522,2024-03-26,JPN,PRK,3:0,,FIFA World Cup 2026 Q,False
5523,2024-03-26,SSD,STP,0:0,,CAF Nations Cup 2025 Q,True
5524,2024-03-26,EGY,CRO,2:4,,FIFA Series Final,False
5525,2024-03-26,MDA,CAY,4:0,,Friendly 2024,True
5526,2024-03-26,TGA,COK,0:1,,Oceania Nations Cup Qualifying group,False
5527,2024-03-26,SSD,SAO,0:0,,Africa Cup of Nations Preliminary round 2nd leg,True
5528,2024-03-26,COL,ROU,3:2,,International Friendly -,False
5529,2024-03-26,GER,NED,2:1,,International Friendly -,False
5530,2024-03-26,MAS,OMA,0:2,,FIFA World Cup Asia group D,False
5531,2024-03-26,VIE,IDN,0:3,,FIFA World Cup Asia group F,False
5532,2024-03-26,UKR,ISL,2:1,,UEFA European Championship Play-off final Path B,True
5533,2024-03-26,JOR,PAK,7:0,,FIFA World Cup Asia group G,False
5534,2024-03-26,FIN,EST,2:1,,International Friendly -,False
5535,2024-03-26,ENG,BEL,2:2,,International Friendly -,True
5536,2024-03-26,BFA,NIG,1:1,,International Friendly -,True
5537,2024-03-26,SWA,SOM,2:2,,Africa Cup of Nations Preliminary round 2nd leg,True
5538,2024-05-02,VIN,DMA,1:3,,Friendly 2024,False
5539,2024-05-05,VIN,DMA,2:0,,Friendly 2024,False
5540,2024-05-26,GUA,NCA,1:1,,Friendly 2024,True
5541,2024-05-31,CRC,URU,0:0,,International Friendly -,False
5542,2024-06-03,ENG,BOS,3:0,,International Friendly -,True
5543,2024-06-03,ALB,LIE,3:0,,International Friendly -,True
5544,2024-06-03,GIB,SCO,0:2,,International Friendly -,False
5545,2024-06-03,GER,UKR,0:0,,International Friendly -,False
5546,2024-06-03,CRO,MKD,3:0,,International Friendly -,False
5547,2024-06-03,ENG,BIH,3:0,,Friendly 2024,False
5548,2024-06-04,SUI,EST,4:0,,International Friendly -,False
5549,2024-06-04,ITA,TUR,0:0,,International Friendly -,False
5550,2024-06-04,IRL,HUN,2:1,,International Friendly -,False
5551,2024-06-04,POR,FIN,4:2,,International Friendly -,False
5552,2024-06-04,AUT,SRB,2:1,,International Friendly -,False
5553,2024-06-04,SVN,ARM,2:1,,International Friendly -,False
5554,2024-06-04,ROU,BUL,0:0,,International Friendly -,False
5555,2024-06-05,NAM,LBR,1:1,,FIFA World Cup Africa 1st round group H,True
5556,2024-06-05,ATG,BER,1:1,,FIFA World Cup 2nd round group A,False
5557,2024-06-05,TUN,EQG,1:0,,FIFA World Cup Africa 1st round group H,False
5558,2024-06-05,TOG,SSD,1:1,,FIFA World Cup Africa 1st round group B,False
5559,2024-06-05,BEL,MNE,2:0,,International Friendly -,False
5560,2024-06-05,ESP,AND,5:0,,International Friendly -,False
5561,2024-06-05,SUR,ST ,4:1,,FIFA World Cup 2nd Round Group F,False
5562,2024-06-05,SUR,VIN,4:1,,FIFA World Cup 2026 Q,False
5563,2024-06-05,SVK,SMR,4:0,,Friendly 2024,True
5564,2024-06-05,GUA,DMA,6:0,,FIFA World Cup 2nd Round Group E,False
5565,2024-06-05,SMR,SVK,0:4,,International Friendly -,True
5566,2024-06-05,TRI,GRN,2:2,,FIFA World Cup 2nd round group B,False
5567,2024-06-05,SLE,DJI,2:1,,FIFA World Cup Africa 1st round group A,False
5568,2024-06-05,NCA,MSR,4:1,,FIFA World Cup 2nd Round Group D,False
5569,2024-06-05,CTA,CHA,1:0,,FIFA World Cup Africa 1st round group I,True
5570,2024-06-05,DEN,SWE,2:1,,International Friendly -,False
5571,2024-06-05,CUW,BRB,4:1,,FIFA World Cup 2nd Round Group C,False
5572,2024-06-05,FRA,LUX,3:0,,International Friendly -,False
5573,2024-06-05,NOR,KOS,3:0,,International Friendly -,False
5574,2024-06-05,MEX,URU,0:4,,International Friendly -,True
5575,2024-06-06,KOR,SYR,1:0,,FIFA World Cup Asia group B,True
5576,2024-06-06,MLI,GHA,1:2,,FIFA World Cup Africa 1st round group I,False
5577,2024-06-06,IND,KUW,0:0,,FIFA World Cup Asia group A,False
5578,2024-06-06,PAK,KSA,0:3,,FIFA World Cup Asia group G,False
5579,2024-06-06,GNB,ETH,0:0,,FIFA World Cup Africa 1st round group A,False
5580,2024-06-06,UZB,TKM,3:1,,FIFA World Cup Asia group E,False
5581,2024-06-06,HON,CUB,3:1,,FIFA World Cup 2nd round group A,False
5582,2024-06-06,NED,CAN,4:0,,International Friendly -,False
5583,2024-06-06,GIB,WAL,0:0,,International Friendly -,False
5584,2024-06-06,EGY,BFA,2:1,,FIFA World Cup Africa 1st round group A,False
5585,2024-06-06,CGO,NIG,0:3,,FIFA World Cup Africa 1st round group E,True
5586,2024-06-06,HAI,ST ,2:1,,FIFA World Cup 2nd Round Group C,False
5587,2024-06-06,ALG,GUI,1:2,,FIFA World Cup Africa 1st round group G,False
5588,2024-06-06,PAN,GUY,2:0,,FIFA World Cup 2nd Round Group D,False
5589,2024-06-06,HKG,IRN,2:4,,FIFA World Cup Asia group E,True
5590,2024-06-06,SEN,COD,1:1,,FIFA World Cup Africa 1st round group B,False
5591,2024-06-06,SIN,KOR,0:7,,FIFA World Cup Asia group C,False
5592,2024-06-06,BEN,RWA,1:0,,FIFA World Cup Africa 1st round group C,True
5593,2024-06-06,CHI,OMA,0:3,,FIFA World Cup Asia group D,True
5594,2024-06-06,MTN,SDN,0:2,,FIFA World Cup Africa 1st round group B,False
5595,2024-06-06,CHN,THA,1:1,,FIFA World Cup Asia group C,False
5596,2024-06-06,VIE,PHI,3:2,,FIFA World Cup Asia group F,False
5597,2024-06-06,MYA,JPN,0:5,,FIFA World Cup Asia group B,False
5598,2024-06-06,NEP,UAE,0:4,,FIFA World Cup Asia group H,False
5599,2024-06-06,AFG,QAT,0:0,,FIFA World Cup Asia group A,True
5600,2024-06-06,JOR,TJK,3:0,,FIFA World Cup Asia group G,False
5601,2024-06-06,BAN,AUS,0:2,,FIFA World Cup Asia group I,False
5602,2024-06-06,KGZ,MAS,1:1,,FIFA World Cup Asia group D,False
5603,2024-06-06,BHR,YEM,0:0,,FIFA World Cup Asia group H,False
5604,2024-06-06,CRC,SKN,4:0,,FIFA World Cup 2026 Q,False
5605,2024-06-06,HAI,LCA,2:1,,FIFA World Cup 2026 Q,True
5606,2024-06-06,PRK,SYR,1:0,,FIFA World Cup 2026 Q,True
5607,2024-06-06,JAM,DOM,1:0,,FIFA World Cup 2nd Round Group E,False
5608,2024-06-06,MWI,STP,3:1,,FIFA World Cup 2026 Q,False
5609,2024-06-06,TPE,OMA,0:3,,FIFA World Cup 2026 Q,False
5610,2024-06-06,IDN,IRQ,0:2,,FIFA World Cup Asia group F,False
5611,2024-06-06,MWI,SAO,3:1,,FIFA World Cup Africa 1st round group H,False
5612,2024-06-06,SLV,PUR,0:0,,FIFA World Cup 2nd Round Group F,False
5613,2024-06-06,PLE,LIB,0:0,,FIFA World Cup Asia group I,True
5614,2024-06-06,CRC,ST ,4:0,,FIFA World Cup 2nd round group B,False
5615,2024-06-06,LBY,MRI,2:1,,FIFA World Cup Africa 1st round group D,False
5616,2024-06-07,ANG,SWZ,1:0,,FIFA World Cup Africa 1st round group D,False
5617,2024-06-07,GER,GRE,2:1,,International Friendly -,False
5618,2024-06-07,SCO,FIN,2:2,,International Friendly -,True
5619,2024-06-07,CAM,MNG,2:0,,International Friendly -,False
5620,2024-06-07,KEN,BDI,1:1,,FIFA World Cup Africa 1st round group F,True
5621,2024-06-07,POL,UKR,3:1,,International Friendly -,False
5622,2024-06-07,ALB,AZE,3:1,,International Friendly -,True
5623,2024-06-07,MAD,COM,2:1,,FIFA World Cup Africa 1st round group I,True
5624,2024-06-07,MOZ,SOM,2:1,,FIFA World Cup Africa 1st round group G,False
5625,2024-06-07,IVO,GAB,1:0,,FIFA World Cup Africa 1st round group F,True
5626,2024-06-07,CIV,GAB,1:0,,FIFA World Cup 2026 Q,False
5627,2024-06-07,BLR,RUS,0:4,,Friendly 2024,False
5628,2024-06-07,ENG,ISL,0:1,,International Friendly -,True
5629,2024-06-07,UGA,BOT,1:0,,FIFA World Cup Africa 1st round group G,False
5630,2024-06-07,CZE,MLT,7:1,,International Friendly -,False
5631,2024-06-07,NGA,RSA,1:1,,FIFA World Cup Africa 1st round group C,False
5632,2024-06-07,ZIM,LES,0:2,,FIFA World Cup Africa 1st round group C,True
5633,2024-06-07,PER,PAR,0:0,,International Friendly -,False
5634,2024-06-07,ROU,LIE,0:0,,International Friendly -,False
5635,2024-06-07,ARM,KAZ,2:1,,International Friendly -,False
5636,2024-06-07,MAR,ZAM,2:1,,FIFA World Cup Africa 1st round group E,False
5637,2024-06-07,ANG,SWA,1:0,,FIFA World Cup Africa 1st round group D,False
5638,2024-06-08,MDA,CYP,3:2,,International Friendly -,False
5639,2024-06-08,GAM,SEY,5:1,,FIFA World Cup Africa 1st round group F,True
5640,2024-06-08,SVN,BUL,1:1,,International Friendly -,False
5641,2024-06-08,SWE,SRB,0:3,,International Friendly -,False
5642,2024-06-08,ESP,NIR,5:1,,International Friendly -,False
5643,2024-06-08,CMR,CAP,4:1,,FIFA World Cup Africa 1st round group D,False
5644,2024-06-08,ARU,CUW,0:2,,FIFA World Cup 2nd Round Group C,False
5645,2024-06-08,CAY,ATG,1:0,,FIFA World Cup 2nd round group A,False
5646,2024-06-08,EST,FRO,4:1,,Baltic Cup Semi-final,False
5647,2024-06-08,BEL,LUX,3:0,,International Friendly -,False
5648,2024-06-08,VGB,GUA,0:3,,FIFA World Cup 2nd Round Group E,False
5649,2024-06-08,AIA,SUR,0:4,,FIFA World Cup 2nd Round Group F,False
5650,2024-06-08,BRU,SRI,1:0,,International Friendly -,True
5651,2024-06-08,POR,CRO,1:2,,International Friendly -,False
5652,2024-06-08,DEN,NOR,3:1,,International Friendly -,False
5653,2024-06-08,HUN,ISR,3:0,,International Friendly -,False
5654,2024-06-08,LVA,LTU,0:2,,Baltic Cup Semi-final,False
5655,2024-06-08,BAH,TRI,1:7,,FIFA World Cup 2nd round group B,False
5656,2024-06-08,MEX,BRA,2:3,,International Friendly -,True
5657,2024-06-08,SUI,AUT,1:1,,International Friendly -,False
5658,2024-06-08,USA,COL,1:5,,International Friendly -,False
5659,2024-06-08,BLZ,NCA,0:4,,FIFA World Cup 2nd Round Group D,False
5660,2024-06-08,CMR,CPV,4:1,,FIFA World Cup 2026 Q,False
5661,2024-06-09,MSR,PAN,1:3,,FIFA World Cup 2nd Round Group D,True
5662,2024-06-09,SVK,WAL,4:0,,International Friendly -,False
5663,2024-06-09,BER,HON,1:6,,FIFA World Cup 2nd round group A,False
5664,2024-06-09,MNE,GEO,1:3,,International Friendly -,False
5665,2024-06-09,COD,TOG,1:0,,FIFA World Cup Africa 1st round group B,False
5666,2024-06-09,ST ,SLV,1:3,,FIFA World Cup 2nd Round Group F,False
5667,2024-06-09,ARG,ECU,1:0,,International Friendly -,True
5668,2024-06-09,FRA,CAN,0:0,,International Friendly -,False
5669,2024-06-09,DMA,JAM,2:3,,FIFA World Cup 2nd Round Group E,False
5670,2024-06-09,SAO,LBR,0:1,,FIFA World Cup Africa 1st round group H,True
5671,2024-06-09,DJI,ETH,1:1,,FIFA World Cup Africa 1st round group A,False
5672,2024-06-09,GRN,CRC,0:3,,FIFA World Cup 2nd round group B,False
5673,2024-06-09,BRB,HAI,1:3,,FIFA World Cup 2nd Round Group C,False
5674,2024-06-09,ITA,BOS,1:0,,International Friendly -,False
5675,2024-06-09,NAM,TUN,0:0,,FIFA World Cup Africa 1st round group H,True
5676,2024-06-09,MTN,SEN,0:1,,FIFA World Cup Africa 1st round group B,False
5677,2024-06-09,ITA,BIH,1:0,,Friendly 2024,False
5678,2024-06-09,VIN,SLV,1:3,,FIFA World Cup 2026 Q,True
5679,2024-06-09,STP,LBR,0:1,,FIFA World Cup 2026 Q,True
5680,2024-06-10,BFA,SLE,2:2,,FIFA World Cup Africa 1st round group A,True
5681,2024-06-10,NED,ISL,4:0,,International Friendly -,False
5682,2024-06-10,POL,TUR,2:1,,International Friendly -,False
5683,2024-06-10,EQG,MWI,1:0,,FIFA World Cup Africa 1st round group H,False
5684,2024-06-10,CZE,MKD,2:1,,International Friendly -,True
5685,2024-06-10,GUI,MOZ,0:1,,FIFA World Cup Africa 1st round group G,False
5686,2024-06-10,SOM,BOT,1:3,,FIFA World Cup Africa 1st round group G,True
5687,2024-06-10,GNB,EGY,1:1,,FIFA World Cup Africa 1st round group A,False
5688,2024-06-10,BEN,NGA,2:1,,FIFA World Cup Africa 1st round group C,True
5689,2024-06-10,UGA,ALG,1:2,,FIFA World Cup Africa 1st round group G,False
5690,2024-06-10,GHA,CTA,4:3,,FIFA World Cup Africa 1st round group I,False
5691,2024-06-11,KOR,MYA,4:1,,FIFA World Cup Asia group B,True
5692,2024-06-11,THA,SIN,3:1,,FIFA World Cup Asia group C,False
5693,2024-06-11,SMR,CYP,1:4,,International Friendly -,False
5694,2024-06-11,POR,IRL,3:0,,International Friendly -,False
5695,2024-06-11,PUR,AIA,8:0,,FIFA World Cup 2nd Round Group F,True
5696,2024-06-11,GRE,MLT,2:0,,International Friendly -,False
5697,2024-06-11,ISR,BLR,4:0,,International Friendly -,True
5698,2024-06-11,LES,RWA,0:1,,FIFA World Cup Africa 1st round group C,True
5699,2024-06-11,MAD,MLI,0:0,,FIFA World Cup Africa 1st round group I,True
5700,2024-06-11,MNG,CAM,2:1,,International Friendly -,False
5701,2024-06-11,GUY,BLZ,3:1,,FIFA World Cup 2nd Round Group D,False
5702,2024-06-11,JPN,SYR,5:0,,FIFA World Cup Asia group B,False
5703,2024-06-11,SSD,SDN,0:3,,FIFA World Cup Africa 1st round group B,False
5704,2024-06-11,BRU,SRI,1:0,,International Friendly -,True
5705,2024-06-11,KUW,AFG,1:0,,FIFA World Cup Asia group A,False
5706,2024-06-11,CAP,LBY,1:0,,FIFA World Cup Africa 1st round group D,True
5707,2024-06-11,SEY,BDI,1:3,,FIFA World Cup Africa 1st round group F,True
5708,2024-06-11,TKM,HKG,0:0,,FIFA World Cup Asia group E,False
5709,2024-06-11,KEN,IVO,0:0,,FIFA World Cup Africa 1st round group F,True
5710,2024-06-11,NIR,AND,2:0,,Friendly 2024,True
5711,2024-06-11,LVA,FRO,1:0,,Baltic Cup 3rd place,False
5712,2024-06-11,ANG,CMR,1:1,,FIFA World Cup Africa 1st round group D,False
5713,2024-06-11,LTU,EST,1:1,3:4,Baltic Cup Final,False
5714,2024-06-11,IRN,UZB,0:0,,FIFA World Cup Asia group E,False
5715,2024-06-11,LIB,BAN,4:0,,FIFA World Cup Asia group I,True
5716,2024-06-11,IDN,PHI,2:0,,FIFA World Cup Asia group F,False
5717,2024-06-11,DOM,VGB,4:0,,FIFA World Cup 2nd Round Group E,False
